Review,Rating,Target
"Charmy hotel in beautiful Montmartre close to Sacré Couer and Moulin Rouge. We booked a Superior Double room with an delightful view. But was ""no view"" and not a Superior room with extra squaremeters and extra ordinary design. In the reception worked a girl that couldnt tell us if we will get the right room for the next two nights. Read about this problems with overbooking and so on, but thought this were from the past. So be carefull by booking rooms at this hotel, and at least don't up grade, cause you don't get what you pay for. And they couldnt give us the breakfast as a compensation for this night that will not be as suspected.",2,1
"Stayed for 3 nights for the annual arc weekend.  Intial thoughts were how friendly and helpful the staff were, in fact i would rate their helpfulness as 5 star.  Fantastic spot to stay highly recommend staying in the area and i will review the restaurants in another post. However, the room we were given on the ground floor was the problem.   Not because it was too small i expected that and it was, that aside it was clean and everything worked fine no problems. These started in the middle of the night when people from other rooms flushed their toilets, it seemed that the waste pipe run through the back of our bathroom. So bad was the noise it even woke my wife up who is normally a heavy sleeper, i would of complained but what could the staff do apart from moving us but the hotel",2,1
"This hotel has 6 floors - 5 of which are accessible by lift, the 6th is only accessible via a narrow spiral staircase. It is quite difficult to get normal-sized luggage up those stairs.  The hotel sent us an e-mail stating that they were planning renovations due to previous customer comments - I can only imagine those customers stayed in the same room as us. The room was sufficient for our 1-night stay, but in order to be able to open the door to the room or to the bathroom, we had to stack all of our luggage on top of each other (there is absolutely no floor space in this room - the entire room is taken up by the hard-as-a-rock double bed and a tiny desk). The bathroom had no shower curtain or glass barrier, and thus water got all over the place - which is probably why there",2,1
"We booked this hotel well in advance in order to celebrate our silver wedding anniversary. However, on arrival we were told the hotel was overbooked and we would be staying in an apartment near Sacre Coeur . I explained that breakfast was included in my booking but they had no record of it. Fortunately I had my e-mail confirmation but as were not staying there it would have meant going there every morning. They gave me a discount of 21 euros for the 3 days which really wasn't acceptable. Anyway to cut a long story short we arrived at the apartment which was on the top floor and had a nice view but hadn't been cleaned properly. Carpet full of hair, fridge dirty, noisy neighbours. This wasn't what he had planned so very annoyed and disappointed . Went to speak to manager but never",1,1
We arrived at this hotel on Friday the 1st February and was looking forward to see what our room was like  Very small and no English speaking tv the shower was big but no bath mat to stand on when you got out of the shower I was the poor one what fell on the bathroom floor and bruised my arm and bruises in other places  And said wifi we couldn't get wifi only in the reception  We thought breakfast could have been a lot better the croissants was very bad to say we was in Paris these must have been the poor of the poor no choices just toast and two cereals  Came away starving  This hotel is ok for the bed that's it  The staff kept pestering us for a Voucher what we said we gave them when we arrived to check in and we kept looking for the voucher 3 times we got asked and in the end,1,1
"This is one of the worst (but not the worst hotel by far) I and friends have stayed in. The rooms continually filled with the smell of tobacco from other rooms despite allegedly being a non-smoking hotel. I continually complained but management were laissez faire and if one can't abide by tobacco smoke which filled the hall ways of every room (like a smell of class debasement and poverty) one will hate it here. As I did. The balcony door was open to the room 24/7 to get rid of it, which worked, but, as it was winter you can imagine the absolute horror of permanent cold that entailed. I would also find myself often RUSHING down the stairs to get out of the smell.  Bathroom toiletries offered were poor and just smelled generically of random fruit and there was no bottled water",1,1
"We stayed in this hotel for a week in October. We knew it was described as small but that just doesn't describe the facilities.  As a rule of thumb I think a traveller should expect an adult bed. My husband and I were given a twin room. The beds were not singles! They were so narrow, what I would describe as a child's bed, that when you turned in your sleep you fell out. This meant we were waking up 3 or 4 times per night to turn over. The mattress also had a rubber cover on it which tended to rumple under you as you turned. This also made you overheat. Our room had a window which opened onto an internal shaft. As there was no air conditioning and the room was so hot, we had to have the window open. Not surprisingly everyone seemed to do the same. Unfortunately smokers thought",2,1
"We booked this hotel as many reviews reported it as being quiet and favourable in other respects. However our experience I am afraid directly contradicted this. Hotel des Arts is located in a narrow, steepish street, bustling with people at all times of the day and night.  The reception was friendly enough, the room was very small and dark with poor lighting - quite claustrophobic; the shower even smaller (perhaps the smallest cubicle I have ever used). There was no mirror or proper lighting in the bedroom so we had to share the mirror in the bathroom for hair, shaving, make-up and every other luxury!  The room overlooked a very small dark square of a yard. The daylight was somewhere up above. This wasn't a problem; what was a problem was that during the night the moving of what",2,1
"This was my 7th trip to Paris, but the first time I'd stayed in Montmartre (which is a lovely arrondissement - I'd definitely stay in this part of town again...but in a different hotel).  Clearly this hotel has gotten a lot of positive feedback so I think it meets the needs of a certain group of travelers...a group that I do not belong in.  I prefer hotels that do not have mold growing in the shower; towels that are less than threadbare and a staff that at least pretends to be helpful.  Typically, I book my hotel at least a month in advance and I contact the concierge to work out some dinner reservations.  In this case, I booked almost 2 months in advance.  The concierge acknowledged my inquiry about a dinner reservation at Frenchie (notoriously difficult to get in to) but never",2,1
"We spent 4 nights at the hotel mainly on the recommendations on TA - all I can say is it's not the worst hotel we have ever stayed at, but it comes pretty close. We had a room on the 5th floor, room 54 which was supposed to be a superior room, i have no idea why, the room measured 12' x 10' with twin beds and a view from the window of room 53 and the back of the lift. Storage space was almost nonexistent, 2 single wardrobes either side of the beds, which consisted of a hanging space which was just about tall enough to hang a shirt or a skirt and 3 narrow shelves, one of which had the room safe fitted into it and the other 2 had spare pillows and blankets. So the blankets and pillows had to be put on the floor with our cases so we could store our clothes away. All around the room",2,1
"I paid an additional supplement to have a superior room to help celebrate a belated Christmas treat only to find our Chambre Superieur was the size of a postage stamp and one could not swing a proverbial cat in it! We complained and after two days we were moved to a much larger room, which was lovely! In the UK we would call this a misrepresentation of fact and no apology or compensation was offered! The hotel in general is very good, enjoying an excellent location. Had we not been fluent in the French Language, i don't think we would have been moved and just ignored! Would i return? I think i probably would, providing i was given what i had expected to receive. They just didn't do what is says on the tin!",2,1
"We booked our trip  with Cresta holidays. That was fine can't fault them, but the hotel was supposed to be ****+ in their brochre so we expecteded the standard to be really good. There were no tea/coffee making facilities in the room,no air conditioning, it was very small,their was no bracket to hang the shower head on, there was a safe in the wardrobe but as the over ride code was printed on the instructions it was hardly secure. we were on the 3rd floor and the window opened on to a very small utility area, there was a door from the reception area that opened in to this place and at night the receptionists had it open, we didn't go to to bed very early the first night but were kept awke by first off all 2 girls singing and then a man walking about coughing. as this area",2,1
"After reading excellent reviews on this hotel, we were very disappointed with our stay. The  room is tiny and you don't even have room for your legs when sitting on the toilet. The wifi internet system was barely working and the service is not good at all. Not recommended.",1,1
"The service was good, the room neat, but he manager and some staff were rude and condescending, not helpful in follow through. We had a room next to a street so it was noisy all the time. The manager in particular was rude and not at all helpful both during our stay and in correspondence later. The hotel was actually in a poor location away from many major sites whcih makes for  too much time traveing mainly on the subway.",2,1
"Booked Hotel des Arts  for 23-26 March from  good reviews on various travel sites. E-mailed hotel prior to departing and they  replied that the booking was OK. On arriving was told that the room was been “renovated!!” and that I  was booked into another hotel in the area. On apology, nothing. Seemed like this was normal procedure for them.. On investigation on Trip Advisor forum it seems that this hotel is notorious for “walking” people to other hotels in the area!! . This hotel seems to be a victim of it`s own success as it only has 30 rooms? . Be aware,book this hotel at your peril",1,1
"Having read some of the reviews regarding both overbooking’s and not so good rooms I sent 2 e-mails prior to our arrival asking for a room with a view and not to overbook me, neither got a reply.  As I am a travel agent this did not instil me with confidence, anyone who works in a service industry should at least have the courtesy to reply.  On arrival we were given the key to room 20, made our way up and found this to be a very small drab room, the view was the wall opposite so there was no natural light. I would have put up with it for 1 night but not for 4, so I went down to reception and asked to be moved.  Eventually offered room 4 which overlooked a courtyard and we could at least see the sky. Unpacked our bags and settled in for our much awaited break.   Had a look",2,1
"In June, I booked one night at Hotel Des Arts for 13 September.  Of course, on 12th September, Eurostar's tunnel caught fire and services were suspended.  Eurostar agreed to refund, but not so Hotel Des Arts.  Their cancellation date was given as Septenmber 8th and despite protestation that there really was nothing I could have done about the situation they refused to refund the £81.52 cost.  Eventually, they offered to give me one night free in the new year, provided I stayed there for a minimum of 3 nights - not what i was looking for.  I will go to Paris in 2009, I certainly won't be booking Hotel Des arts.",1,1
We booked a room at this hotel based on guidebook reviews and some tripadvisor reviews that referred to it as a friendly well run hotel representing good value in Montmartre. The rooms on the website looked fine. Despite having booked directly with the hotel nearly 5 months earlier we were told on arrival that they were overbooked  but  we could be accomodated elsewhere in Paris for the night.  I had heard of this scam before and had it tried on us in Rome only to find on insistence that there were indeed rooms available1When I insisted that we stay  where we had booked the reception manager was aggressive but gave us the room next to the reception desk. We were on the last day of a 7 week trip and already had a shuttle bus booked for return to the airport next day so we had no,1,1
"We booked through Eurostar. Arrived at the hotel, no room available. Told to go to another hotel 10 minutes walk away. Do not book this hotel you will not get a room.",1,1
"We first booked this hotel in July 2005 through an agent, when we arrived we were given a story about flood damage on 3rd and 4th floor and were sent to another hotel down the road. Thinking this was unfortunate we booked the hotel again through expedia for one night in July 2007. Between booking and travelling we saw the reviews mentioning about the flood damage scam -- so we were prepared. Nevertheless we were still total gobsmacked to arrive at the hotel to be greeting with 'I have bad news and good news'. The reception seemed slightly shocked when we said ' let me guess you have flood damage on the 4th floor'. We told him in no uncertain terms that we didn't believe him, that we'd paid for a room in this hotel and we'd appreciate him finding us one. At this point he tried to",1,1
"I had booked a room at this hotel's website before seeing the various posts warning of the ""bait-and-switch"" scam.  The warnings so unnerved me that I immediately sent an email to the hotel, asking them to confirm my booking.  In response, I got....nothing.  I sent another email to the void, then finally called up the hotel. A receptionist told me very briskly that their booking site had been down, which is why she had ignored my emails but that she would be book me a room and send me an email.  Several days later, having not yet received email confirmation, I called back and spoke to a different person who confirmed my booking.  And, finally, finally, I received email confirmation. After all this back-and-forth for a simple confirmation, I was convinced that no room would be",2,1
"Booked two months in advance with lastminute.com, then got fobbed off with the ""water damage"" story as seen in other reviews here! Amazed that they keep getting away with it. They offered a place in the Kyriad hotel, but when checking the rooms, found it to be awful, so demanded another hotel elsewhere. After about an hour of phonecalls, finally got placed at the Carlton.  This is obviously a common scam. BEWARE WHEN BOOKING.  If you still choose to take your chances, be prepared to be sent elsewhere!",1,1
"As one writer below put it, we got the old ""bait and switch"" pulled on us. The disinterested clerk waved her hand and said a water pipe burst (yeah, right) and we had to go find our other hotel which was ""just down the hill.""  We demanded a cab and 18 euros later we were at our other hotel quite far away in a seedy part of town. When we got to the Hotel des Arts the next day, the same female clerk couldn't be bothered to open the baggage room and made us leave our luggage in the hall for 4 hours for anyone to steal. When I tried to make a local call with the courtesy phone she actually hung the phone up on my call, and on and on and on. When we finally saw our room...3 Star Hotel? I don't think so. Everyone we spoke to said they couldn't believe that rating. Some American",1,1
"Booked a two day trip for myself and husband through expedia on eurostar and picked this hotel before checking out reviews on this site. Was a bit apprehensive that we would not  get a room and now wish we had been moved... The area round the hotel is really nice with lots of cafes and shops including about 3 bakeries.. The hotel entrance is ok and the staff were quite friendly and helpful but the room ""oh dear"" The only way I can describe the size is think of a shoe box... we had two single beds that I am sure were only 2ft6 and very hard, a small table fixed to the wall, a wardrobe and french windows opened into the room so then you had to climb over the beds to get to the bathroom, no mirror in the bedroom only  on the bathroom door. As for the bathroom it was even smaller,",1,1
"DO NOT GO HERE. Husband and I were subject to fraudulent practices. Hotel Des Arts ook our money and our booking [through last minute.com], got there, told us room wasn't available and tried to send us on our way to crummy 1-2 start dump down the street, which we walked to on our own and had graphiti in the lift. Suprising, or not, it was owned by the same guy as Hotel Des Arts. Gather he pays for renovations on that dump by kicking people they over booked to the crummy place, but charging them 3 star fees. Went back to try and just get our money back [they wouldn't hand over] and they tried to kick us to a hotel in the suburbs.   Really *impressed* when someone in the lobby gives us a document off a website saying this 'water damage' excuse for lack of room and shove off to",1,1
My husband and I were booked into Hotel Des Arts via our local travel agent who found this hotel from Escape who are based at Manchester.  We travelled from Charles de Gaulle airport on the Air France coach to the AF bus stop and then travelled on the Metro for five stops only to be be told when we arrived at the hotel that due to flooding there was no room for us and that they had booked us in a hotel nearby.  The hotel they had booked us in was five Metro stops away.  It all turned well for us as the hotel was near the Arc de Triomphe and was more central.  The hotel we stayed was called Hotel Niel on Rue Leroy and was excellent.,1,1
"Sorry to be another traveller to have a bad experience to share about this hotel but my advice is, do not touch it.   We arrived at the hotel only to be told by the desk clerk  Alain, that the hotel had problems with electrics, water, you name it and that we would have to be given alternative accommodation.   Needless to say he was charming at this point. The alternative was absolutely dreadful and when we went back to the Des Arts and said it was unacceptable, Alain became very hostile and rude. He eventually got us into another hotel but he basically told us to like it or lump it as it wasn't his job to find us alternative accommodation. Literally we were left with no choice.  I would say that Paris is a great city and with so many other hotels to choose from, it would be best",1,1
"Like some of the other reviewers, we too fell victim to the overbooking problem.   On arrival for a 3 night stay, we were told that the room was flooded, but not to mind as we were to be directed to another, better hotel nearby.  As it turned out, the better hotel was a grotty hotel miles away from Montmatre on a busy street. And we weren't alone, 3 other couples had been directed to the same grotty hotel.  The staff were unapologetic and wouldn't provide for a complimentary transfer to the second hotel.  All in all a very disappointing, frustrating experience.  It seems as though success breeds complacency for this hotel and I wouldn't trust that they would honour any future bookings.",1,1
"I booked this hotel over the Easter weekend for a romantic break for my girlfriend and myself. Booked about a month in advance, initially through a website called Parishotels. I paid a deposit, but recieved no confirmatory email. I then contacted the hotel direct who told me that everything was in order.  However, as I wanted to make sure everything was going to run smoothly, I checked again in both French and English to be sure there was no misunderstanding, a week or so later, just to be sure my booking was confirmed, and was reassured that it was.  I then recieved an email from Des Arts two days before we were due to stay there (bearing in mind it was the Easter Bank Holiday, a busy time in Paris to say the least) telling me that due to 'renovations' our room was unavailible,",1,1
"I booked for easter holydays for two nights with two months in advance and the day before my leaving from Italy I called them to know if everything was ok: they said YES !. At my arrival the man before me was destinated to another location because of problem at the 5th floor...I began to get angry and when I reached the reception Alain told me :"" don't worry everything is ok....but you should go to another hotel !!!"". I replied:"" WHAT ? I called yesterday, I paid advance with credit card and now you say that I have to go to another hotel ?"" fortunately when he told me the name of the other hotel I remember that it was better than Des Arts (it was The Cardinal) and so I accepted told to Alain that if there'll be only a little problem I came back immediately to him.  It's anyway",2,1
"I booked this hotel for four nights beginning tonight (December 8th) for my brother and his partner Helen. I just texted him to see how check-in went - he replied ""Alain tried to tell us we had to go to another hotel, but Helen gave him what for, and we got our room'.  This is obviously a regular scam they try and pull, but insist and hopefully you will get your room too.  The hotel itself is good he said.",2,1
"Despite booking a 4 night stay well over a month in advance, when we arrived we were told that due to a computer crash a week before, the hotel had lost all it's booking details. We were told that they had tried to contact all the agents they deal with, in order to find out who had booked and to be able to notify them. We were not contacted and had no prior notice. We find it very difficult to believe that efforts were made as we had booked the holiday through Eurostar, which you think would have been one of the first on the list. Very disappointing as we were transfered to a hotel some considerable distance away, not of the superior standard promised and on a busy and noisy street. Would not recommend this hotel to anyone.",1,1
"Yes we were also ""stitched up"" - our first trip overseas to Paris. Unfortunately I left Paris as soon as I could from this experience. After about 19 hours travelling only to find that the room was not available was not very pleasant",1,1
"Do not go there! I booked this hotel for my husband, our ten year old daughter and myself 3 months in advance. The booking was made directly by me via email with the hotel - in French.I made it explicit that we were travelling with a child. We chose HdA because friends had stayed there in the past with their daughter and really loved it and its location. We were booked for a week and arrived to be told computer problems and room flooding meant our room was no longer available - but that we had been booked into Hotel Andre Gill ""in the centre of Montmartre"", a ""more expensive hotel but offering the same price as a special favour"". Needless to say HAG was in a seedy location, incredibly noisy at night with incredibly uncomfortable beds. payment was rudely demanded in advance and",1,1
"My friend and I booked a twin room through GTS Travel for this hotel.  We arrived at the hotel at 1pm - after long trip from US. The receptionist informed us that our room was not ready and would not be ready until 2:30pm.  We sat for awhile and overheard a lady inquiring about the hotel rooms asking to see one.  The receptionist stated that the rooms could not be shown until tomorrow at 11am; the lady became insistant saying that she expected to stay from 10-15 nights.  The answer was still No! My friend and I went out for awhile returning at 2:25pm and asked to check in. Caroline, the rude receptionist said No! - must wait 5 more minutes.  Meanwhile she checked in 2 people who came in after us.  Finally she checked us in to a tiny room with a double bed.  I returned to",1,1
"The stories I am finding here sound all too familiar. We arrived in the afternoon, booking in hand, and were told that they had had a terrible problem when their computer crashed, causing them to loose all their reservations. Unfortunately, among them was ours, so would we mind being upgraded to the Hotel Du Casino, a three star hotel instead of two, and just a ten-minute walk from Des Arts? Unsuspectingly, we agreed, only to find ourselves farmed out to a run down place, about a twenty-minute walk away (with luggage) on a busy street. This seems certainly their way of operating: the owners run Des Arts as a flagship, and syphon off the bookings to less desirable hotels. I will contact our travel agent and suggest they discontinue doing business with these crooks.",1,1
"Booked a double on the weekend of the France v England Rugby International through Eurostar 'Short Breaks'.  Staff said that they expected us the following month and shifted us to another hotel in Rue Amsterdam.  Determined to stay at the Hotel des Arts I booked on the internet a few months later.  On arrival I was told that the hotel does not deal with the company through which I had booked and I was, again, moved to another hotel. Never again!!!",1,1
"Despite booking well in advance through a reputable travel agent (Thomas Cook Signature), we too were shunted to another, far inferior, hotel for our first night in Paris.  I had read about the booking scam on TripAdvisor but never thought I'd be unlucky enough for it to happen to me.  I couldn't have been more wrong!  On arrival at the Des Arts the bald receptionist Alain (who seems to have featured in other poor reviews...) told us that due to a computer crash they had lost our booking and had no room for us.  We put up a fight but he insisted that we stay at the Mont Dore, their sister hotel, which he described as 'charming, more expensive' and even told us they would give us their best room.  However, we arrived to a teeny tiny room on a busy road well outside of the centre",2,1
"My husband, brother and I booked a 2 night break at this hotel on 14 May 2005 via Air Miles (to be taken in September).  One double and one single room were confirmed. Reading of the alleged scam going on at HdA, I contacted Air Miles who were unaware of any problem and, in any case, said the hotel had the contract with them and they thought it was unlikely I would be bounced and, therefore, reassured me.  However, when we turned up, the receptionist told us there was a problem ""because Air Miles had made a mistake with the booking"" and because there was a big event in Paris, they had overbooked and they had no triple rooms for us (this was the first I heard of a triple room being booked by anyone).  The young  lady said she had ""searched Paris"" and found us accommodation at",1,1
"we booked this hotel through a well reputed dutch travel agency (Sunair). After reading the many reports about overbooking I sent them an email 2 days before our departure asking a confirmation of my booking. Sine I did not get a reply I called them one day in advance. The guy from the reception replied that I had a reservation for 4 nights, so I assumed that everything would be OK...NOT! Upon arrival the very same guy I talked to on the phone (a young bald guy called Alain, watch out for him) STILL came up with the usual story about the ""inexperienced employee who had made a mistake"" . As a result we would have to spend the first night in another hotel. I got furious and there followed a long and unfriendly conversation. I made it clear that what upset me most was the fact that",1,1
"To be realistic I cannot write an accurate review of the Hotel Des Arts itself seeing as I was unable to stay in it.  Upon arrival at the Hotel I was very pleased. It look warm and clean, if quite small, and was not disappointed by its appearance. I had read reviews of the Hotel warning tourists about the over-booking scam and though I was wary, I did not believe it would happen to me.   However, after giving the Hotel our details they told us that they has accidentally over-booked due to 'a new receptionist' (presumably the same 'new' receptionist that over-books everyone else). I knew immediately it was a scam but due to a language barrier I could not really do anything.   We were relocated to a so-called 3star hotel. Yet the new hotel was dirty and badly situation and",1,1
We have just returned from a week in Paris which was amazing. The hotel was in a great location but the staff where all very rude. We had problems from as soon as we arrived at the hotel. Being quite sick and exhausted from an 18 hour flight we wanted to check-in as soon as possible but we weren't allowed into our room until 3:00pm even though it was ready when we got there just before from 12:00pm. There was no compassion at all.,2,1
The practice of being shunted on to other hotels in Paris is alive and kicking at Hotel des Arts - interestingly no longer a member of Logis de France!  You could well find yourselves in the shoes of many travellers before you if you book this Hotel. Do so at your peril!!  My son & daughter gave my husband and I an all expenses paid visit to Paris including the excellent travel provided by 1st Class Eurostar. We arrived in Paris on May 6th for 3 nights.  After carrying our heavy baggage from Gare du Nord and using the Metro we then walked to Rue Tholoze and to the hotel.  On arrival we too were given the pathetic spiel about the 'new & inexperienced receptionist' and shunted off to Hotel du Mont Dore - this hotel being inferior and way out of Montmartre! The room we had was on,1,1
"On arrival, we were sent by taxi to another hotel (Hotel du Mont Dore) with very little explanation and no apology.  The man on reception mumbled something about a new receptionist messing up, but I've since read a review on this website of exactly the same thing happening to someone else last year.  It seems to be a regular scam.  Not the best start to a weekend in Paris!",1,1
"No matter how good this hotel sounds, its business practices are outrageously dishonest!  Although I had read some of the negative reviews in advance, the positive descriptions of the hotel were so compelling, I took a risk.  Big mistake.   I booked this hotel through a reputable website - one which I have used to book many other hotel rooms in France and UK.  I have never had a problem.  When I showed up at Hotel Des Arts, my reservation had clearly been separated in a pile with a couple of others.   I was told my reservation did not exist,  that the hotel booking website was disreputable and had simply booked me into Hotel des Arts though a reservation was never arranged there.     The receptionist made a big show about booking me in another hotel up the street - a shoddy,",1,1
"I booked this hotel rationalising that all of the customers that got turned away booked or arrived too late or never received a 'confirmed guaranteed booking confirmation'.  However, all of the reviews about 'inexperienced receptionists overbooking' were spot-on.  I could have finished the sentences of the bald-headed man at Des Arts reception for him because I had heard them so often at this site.  However, he claimed all was not lost as he had a 3 star hotel also in Montmartre that would charge us the same rate as Des Arts.  Unfortunately, the Hotel Du Mont Dore was not a 3-star hotel, was not in Montmartre, was on a busy road, was noisy till early morning, and had a toilet that I couldn't sit straight on because there was nowhere to put my legs!  It was clean and close enough",1,1
"We booked the hotel through a travel agency (NS Travel) in Holland. We had already read reports on this and other sites about the overbooking problems associated with Hotel des Arts but booked anyway in the assumption that booking through a travel agency would make a difference.   At first we believed this assumption to be true because after arriving on sunday at 2 PM we got our room. But when we checked out on friday afternoon we witnessed the overbooking with our own eyes. Another dutch couple, who had booked with the same travel agency were given the old and known excuse that an unexperienced hotel employee had mistakingly overbooked the hotel and that they had to move to another hotel. We talked to them (in dutch) and told them about the overbooking reputation of this hotel",1,1
"I booked this hotel in September 2004 through Eurostar Holidays direct.  After reading reviews on this website, I emailed the hotel directly to ensure that they were aware of our booking and asked them to ensure that we wouldn't be bumped.  They replied promptly and ensured us that there would be no problems.   On Thursday December 9th, we arrived at the hotel about midday to leave our bags. The receptionist informed us that they were overbooked and that they had no knowledge of our booking and we would need to be moved but not to worry they would get us a taxi.  I explained about the email but unfortunately hadn't taken a copy of their response.  After a lengthy confrontation they assured me that we could remain in that hotel and to come back and check in after 5pm.   I was",2,1
"Having booked on January 14th for a stay of 3 nights commencing 26th April, my wife and I were looking forward to our first trip to Paris. Upon arrival at the ""Hotel"", we were told that our reservation had been cancelled that morning ( whilst we were enroute ) because my credit card was invalid. It was not, we used it several times whilst in Paris with no problem. We booked through Active hotels and I must say they have been very helpful when we complained about the way we were treated, they have even taken the hotel off their list ( try and book !) We did however find a lovely hotel just down the road and we would recommend it, they even accepted my invalid credit card. Hotel Regyn's Montmartre was the name and it is very similar in price.",1,1
"I booked this hotel through Expedia, and in accordance with the rave reviews that have been posted.  My partner and I, after a long transatlantic flight were given the same line that a new receptionist had over booked and we were being transferred to the Timhotel a few blocks over.  When I informed them that I had spoken to the reservations dept the previous day and reconfirmed our reservation, they became hostile and rude, for no reason at all.  They proceeded to inform me that they do not make money through travel bookings such as expedia and if I did not book directly with them, they were under no obligation to honour our reservations.  When I brought it back to them that the new receptionist story was an untruth, they wrote down the name and address of the new hotel and told",1,1
"Booked this hotel via the internet on the hotel's own website. charged 87.60 euros for one night and thought fair enough....it looks like a nice place to stay with my wife for a romantic night in Paris.  Arrived Saturday 2pm to be told they'd had an inexperienced member of staff who'd overbooked and that we were now staying in a ""more expensive"" hotel in the same road - Comfort Hotel. Needless to say our experience was so bad I've posted a sperate review of this other hotel which, incidentally, charges 60 euros per night!!!  Now having read the various comments posted on here PLEASE DO NOT BOOK THIS HOTEL as you too may never get past Reception. What's more you'll be overcharged in the process!",1,1
"Fortunately we had only prepaid for one night at this hotel through expedia (who have lost my custom for good). The lobby of this hotel is indeed lovely. We were told that whilst they couldn't accommodate us they were sending us to an even better hotel! Indeed the entrance to the grand hotel de normadie does appear nice (presumably to lure those who think they are getting a three star hotel - come on french tourist board stop stuffing your face with croissants and go past the entrance to these places!). This hotel is a ----hole (excuse my french!). The rooms and stairways reminded me of a student squat, and a poorly faciliated one at that (At least my student squat many years ago had a working TV).  Don't go to either of these hotels.",1,1
"My wife and I visited Paris at Easter and having booked the Des Arts in January (through Expedia) thought we would be safe. I have to be honest and say that i hadn't really looked into the hotel with any great detail. It looked nice from the pictures and suited our budget. (besides double booking rarely happens...right?) We were greeted after a long hot walk with our cases with the same 'New receptionist has over booked' speil that seems all too common. The 'Heavy snowfall' excuse i have later read is a classic! We were being moved to the Grande Normandie, a 3 star hotel so we were told, in the Opera district but this was no good to us as we specifically wanted to stay in the MontMarte district.  After much complaining we gave in and waited for our free transport to the hotel,",2,1
"On arriving at this Hotel on the evening of Sunday 20 March with my two travelling companions, we were quickly told by the man at the Reception Desk that our booking was not for this Hotel despite us having full documentation to confirm our booking. No reason was given to us for our booking not being able to be honoured.  I have since read about the practice of ""bumping"" guests taking place at this Hotel on Trip Adviser and feel it should be highlighted to would be guests that my party were subjected to a situation that appears to be fairly commonplace at this establishment.  The Hotel we were sent to, whilst being fairly decent, was situated in Pigale in the heart of Paris' red light district, an area of the city we certainly would not have booked through choice.    I am sure",1,1
"We too as some other people had reserved and payed for a room at this hotel for our last night in Paris. We were supposed to be celebrating my partners newly passed doctorate and my pregnancy. As we were living in a hotel nearby we went to have a look at hotel desArts the day before, I thought it looked sweet and was really happy since we had spent four nights in an avarage hotel and this looked like an upgrade. So as so many others when we arrived we were told that there was a slight problem with their Hotel and that we would be sent to a better one and receive breakfast. Sounded good so we were Ok about it. But what we got at Hotel Grande Normandie, was just awful. It was on a busy street in an awful area. The room was ---!!!!!!!! Much worse then the 2 star hotel we had been",1,1
"This is an awful place. Despite pre-paying, our party were dunted to another hotel. I suspect there is a system in place where a group of hotels advertise through Expedia with one hotel (this one) over book and shift people. This avoids advertising charges for them. When we arrived the guy at reception said that shifting us was OK!, he was obviously used to doing so. This establishment is not trustworthy, avoid at all costs...",1,1
"Over booked again which didn't help after we had suffered flight cancellations, lost luggage.  I had read reviews on this sight about the overbooking situation and actually got Expedia to confirm our booking when our flights were delayed. We were told this was fine. We arrived 5 hours late and were moved to another area of Paris (Batignolles) to the hotel Du Mont Port (this was clean, friendly but not what we booked and certainly a lower grade hotel as it is cheaper to book).  My advise if you don't want a trip to a fantastic city tarnished DO NOT BOOK HOTEL DES ARTS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  I highly reccomend the Batignolles area and would say hotel Du mon port is ideally situated and cheap and cheerful",1,1
Its simply happening far too often to be anything other than a systematic scam. We had booked for 3 nights through Expedia and on arrival late on the evening of 20 March our party of 3 were advised by the receptionist that there wasn't a room available but that we had been shifted to a better hotel. The receptionist claimed not to have much English and was quite unsympathetic.No explanation was given as to why the prepaid rooms had been relet and we were told to come back the next day and see the manager if we were unhappy! Having read Trip Advisor I had prepared my colleagues for the possibility of the  bumping scam however it doesn't make it any better when it happens to you. We were moved to the Carlton Hotel at Pigalle and whilst the hotel itself was clean and the staff,1,1
"Despite being informed that this hotel had a reputation of ""bumping"" to other hotels we still went ahead and booked - thought we'd covered ourselves by emailing ahead and letting them know we knew this could happen! Well, we got there and the lobby is lovely! Before we even finished saying hello we were told that there was damage to our room by a previous guest (a new excuse apparently - the usual is new member of staff who can't book guests properly and / or computer problems) and that we'd have to go elsewhere. As I am fluent in French I told the manageress that we knew they did this and that we wanted our room no matter what - no joy though in fact she was very dismissive of us.    We were told to go to the Timhotel Montmartre nearby and given a dodgy photocopied map to get",1,1
"I reserved a room several weeks before the arrival.  However, as I got to the hotel, the receptionist told me that parts of the hotel was closed because of the problem due to an unexpected amount of snowfall.   They assigned me another hotel, whose owner is the same as that of the Hotel des Arts.  I suppose that the hotel intentionally accepts the researvation that exceeds their capacity, and gives the customers to the other hotel.  It is a disgusting policy and I do not recommend this hotel to anyone who does not want to be get scammed!",1,1
"I got scammed at this hotel as well. Was told a tissue of lies of how a new receptionist had over - booked by 10 people. Was sent to another hotel, which was the pits. I had booked weeks in advance to stay at the hotel. They are a complete joke.",1,1
"My family and I were also turned away on the first night of a short holiday we had booked in advance and sent to another hotel nearby which was certainly of a lower standard.  We were allowed back for the last 2 nights, but it was clear that the hotel management had overbooked and were sending unsuspecting foreign tourists elsewhere and saving themselves some money.  Apart from that the hotel was comfortable and clean.",2,1
